GEO_FIPS,Geo_QName,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A18002_001,SE_A18002_002,SE_A18002_003,SE_A18002_004,SE_A18002_005,SE_A18002_006,SE_B18002_001,SE_B18002_002,SE_B18002_003,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_A13001A_001,SE_A13001A_002,SE_A13001A_003,SE_A13001B_001,SE_A13001B_002,SE_A13001B_003,SE_A13001C_001,SE_A13001C_002,SE_A13001C_003,SE_A13001D_001,SE_A13001D_002,SE_A13001D_003,SE_A13001E_001,SE_A13001E_002,SE_A13001E_003,SE_A13001F_001,SE_A13001F_002,SE_A13001F_003,SE_A13001G_001,SE_A13001G_002,SE_A13001G_003,SE_A13001H_001,SE_A13001H_002,SE_A13001H_003,SE_A13001I_001,SE_A13001I_002,SE_A13001I_003,SE_A10062B_001
39035196000,Census Tract 1960,1604,1604,2581.599,0.6213202532,737,430,356,74,2,72,307,123,184,737,281,256,128,35,27,10,0,63393,63393,72750,60769,,,,,,,64375,850,737,113,158,5,80,5,46,22,158,5,46,1604,44,22,13,22,96,1407,631,34,597,953,45,908,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,9,3,6,622,31,591,266
39035196100,Census Tract 1961,2395,2395,655.6554,3.6528335266,1126,628,361,267,41,226,498,269,229,1126,427,386,180,74,51,8,0,38155,38155,40924,30238,,73958,,,,,41141,1307,1126,181,521,15,211,102,141,52,521,102,141,2395,163,210,67,342,220,1393,1854,232,1622,387,172,215,5,0,5,40,12,28,0,0,0,45,11,34,64,13,51,65,27,38,1824,216,1608,1149
39035196200,Census Tract 1962,3806,3806,4876.565,0.7804673226,1754,1009,182,827,58,769,745,226,519,1754,692,583,254,194,0,0,31,19885,19885,43053,19221,,,,,,,43053,1979,1754,225,1548,0,509,391,589,59,1548,391,589,3806,839,550,221,617,319,1260,141,26,115,3499,1479,2020,9,0,9,0,0,0,0,0,0,71,32,39,86,73,13,40,0,40,141,26,115,3426
39035196300,Census Tract 1963,3911,3911,277.4762,14.0949008258,1613,1237,1123,114,47,67,376,170,206,1613,305,765,253,207,71,9,3,176042,176042,175208,,,250001,,,,159219,175083,1794,1613,181,115,27,69,12,2,5,115,12,2,3891,62,3,10,39,47,3730,3629,72,3557,50,1,49,0,0,0,155,0,155,0,0,0,2,2,0,55,0,55,37,2,35,3610,70,3540,232
39035196400,Census Tract 1964,3072,3072,6168.464,0.4980169792,1312,673,228,445,73,372,639,300,339,1312,620,264,159,144,72,27,26,21282,21282,29375,19760,,,,,38646,,27969,1402,1312,90,779,50,181,235,230,83,779,235,230,3072,745,327,217,448,463,872,691,184,507,1748,785,963,0,0,0,0,0,0,0,0,0,490,310,180,143,10,133,671,407,264,572,127,445,1886
39035196500,Census Tract 1965,1512,1512,5020.405,0.3011708935,613,336,125,211,48,163,277,160,117,613,265,135,93,73,6,27,14,28274,28274,,26435,,,,,,,,921,613,308,310,19,108,67,65,51,310,67,65,1512,283,7,169,439,156,458,32,15,17,1405,404,1001,0,0,0,30,0,30,0,0,0,0,0,0,45,40,5,0,0,0,32,15,17,719
39035980100,Census Tract 9801,0,0,0,1.1133727261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39035980500,Census Tract 9805,0,0,0,3.0590995016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39035981100,Census Tract 9811,0,0,0,1.1208380116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39035990000,Census Tract 9900,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39049000110,Census Tract 1.10,3510,3510,4637.313,0.756903893,1761,857,714,143,42,101,904,330,574,1761,675,748,205,102,31,0,0,84209,84209,84923,,,,,,,,85446,1860,1761,99,296,0,221,64,0,11,296,64,0,3510,74,0,140,103,186,3007,3282,198,3084,91,0,91,0,0,0,47,8,39,0,0,0,4,0,4,86,8,78,73,43,30,3221,163,3058,770
39049000120,Census Tract 1.20,3179,3179,2857.318,1.1125819888,1568,840,757,83,16,67,728,352,376,1568,592,629,191,135,10,5,6,104167,104167,107591,,,40729,,,,,107279,1605,1568,37,278,37,158,54,10,19,278,54,10,3179,64,1,27,89,117,2881,3024,91,2933,22,1,21,0,0,0,84,0,84,0,0,0,36,0,36,13,0,13,56,0,56,2986,91,2895,450
39049000210,Census Tract 2.10,3332,3332,5056.546,0.6589478407,1508,823,690,133,25,108,685,380,305,1508,538,596,148,153,26,33,14,89194,89194,91090,,,,,,,,91250,1514,1508,6,421,15,252,89,40,25,421,89,40,3332,107,17,33,78,126,2971,2819,121,2698,115,26,89,0,0,0,80,10,70,0,0,0,22,0,22,296,0,296,69,26,43,2772,95,2677,888
39049000220,Census Tract 2.20,3877,3877,5161.848,0.7510876498,1650,1147,987,160,0,160,503,224,279,1650,385,719,300,186,38,22,0,114464,114464,113884,,,,,,,,110750,1751,1650,101,134,0,106,20,8,0,134,20,8,3877,33,17,18,29,142,3638,3701,68,3633,16,0,16,0,0,0,51,0,51,0,0,0,41,0,41,68,0,68,147,0,147,3595,68,3527,185
39049000310,Census Tract 3.10,3677,3677,5163.778,0.7120755,1429,773,467,306,88,218,656,369,287,1429,495,477,224,105,58,10,60,45852,45852,47847,40139,,51023,,,,,46364,1601,1429,172,643,9,311,86,222,15,643,86,222,3677,276,396,207,376,420,2002,2550,677,1873,741,145,596,0,0,0,200,17,183,0,0,0,28,7,21,158,33,125,257,137,120,2320,547,1773,1374
39049000320,Census Tract 3.20,2472,2472,5018.837,0.492544367,1088,615,334,281,107,174,473,234,239,1088,376,384,189,80,59,0,0,48611,48611,48723,34583,,,,,52167,,48564,1127,1088,39,320,0,149,51,100,20,320,51,100,2472,47,64,134,380,122,1725,1974,125,1849,316,110,206,0,0,0,0,0,0,0,0,0,37,10,27,145,0,145,75,10,65,1936,125,1811,827
39049000330,Census Tract 3.30,2601,2601,8464.789,0.3072728522,1040,603,302,301,65,236,437,248,189,1040,344,310,224,60,87,15,0,26528,26528,29333,24342,,,,25804,19007,,28917,1151,1040,111,640,0,248,127,243,22,640,127,243,2601,212,426,279,235,467,982,1692,516,1176,466,142,324,0,0,0,32,0,32,0,0,0,134,38,96,277,221,56,182,59,123,1627,507,1120,1823
39049000410,Census Tract 4.10,2495,2495,8343.915,0.2990203043,1199,433,373,60,35,25,766,311,455,1199,455,455,128,151,10,0,0,76222,76222,77118,,,,,75938,,62188,77153,1287,1199,88,730,89,441,109,79,12,730,109,79,2495,77,8,23,130,119,2138,2349,108,2241,26,0,26,42,0,42,44,0,44,0,0,0,34,0,34,0,0,0,51,0,51,2334,108,2226,1447
39049000420,Census Tract 4.20,3453,3453,6106.452,0.5654674848,1530,896,756,140,69,71,634,242,392,1530,460,609,239,193,23,6,0,82337,82337,82011,161375,,,,,106250,,81712,1600,1530,70,561,18,362,121,60,0,561,121,60,3432,32,7,127,136,306,2824,3185,146,3039,75,2,73,0,0,0,72,18,54,0,0,0,8,0,8,92,0,92,34,0,34,3174,146,3028,1060
39049000500,Census Tract 5,4245,4245,8716.398,0.4870130672,2081,727,623,104,14,90,1354,794,560,2081,869,760,227,157,68,0,0,60337,60337,69868,,,,,,,58550,73654,2124,2081,43,1241,83,561,250,234,113,1241,250,234,4245,369,74,149,307,324,3022,3395,236,3159,117,65,52,0,0,0,477,291,186,0,0,0,50,0,50,206,0,206,164,0,164,3292,236,3056,2131
39049000600,Census Tract 6,3643,3643,9582.231,0.3801828425,1708,508,375,133,61,72,1200,710,490,1708,727,633,203,98,24,15,8,51883,51883,58717,40912,,31667,,,23786,41705,59539,2006,1708,298,1272,21,766,254,199,32,1272,254,199,3643,319,107,386,375,356,2100,2955,560,2395,304,144,160,0,0,0,189,65,124,0,0,0,50,0,50,145,43,102,178,59,119,2838,501,2337,2748
39049000710,Census Tract 7.10,3427,3427,6776.6,0.5057108373,1340,855,289,566,177,389,485,120,365,1340,396,535,145,151,37,37,39,33154,33154,35500,27232,,,,,,35208,34738,1537,1340,197,812,16,391,118,260,27,812,118,260,3411,246,378,298,794,445,1250,2087,505,1582,1075,282,793,0,0,0,33,0,33,0,0,0,45,19,26,171,116,55,260,97,163,1887,442,1445,2048
39049000720,Census Tract 7.20,2559,2559,3031.054,0.8442606684,977,554,198,356,91,265,423,202,221,977,358,226,186,46,110,28,23,25477,25477,29167,19650,,,,,,,29483,1161,977,184,650,0,160,173,280,37,650,173,280,2548,376,421,321,416,217,797,961,484,477,1440,563,877,0,0,0,0,0,0,0,0,0,22,22,0,125,49,76,98,87,11,863,397,466,1764
39049000730,Census Tract 7.30,3660,3660,9087.547,0.4027489703,1289,858,127,731,61,670,431,190,241,1289,309,461,279,64,117,28,31,23007,23007,,19444,,,,,,,60598,1698,1289,409,740,0,201,134,368,37,740,134,368,3660,1299,387,583,389,131,871,495,331,164,2992,1908,1084,0,0,0,0,0,0,0,0,0,10,10,0,163,20,143,501,431,70,157,32,125,2347
39049000810,Census Tract 8.10,2641,2641,6879.288,0.3839060258,1061,508,235,273,12,261,553,304,249,1061,404,307,91,137,72,50,0,40505,40505,41667,40857,,,,,,,41667,1183,1061,122,483,0,159,130,164,30,483,130,164,2625,219,352,241,338,479,996,1690,377,1313,865,381,484,0,0,0,0,0,0,0,0,0,16,0,16,54,54,0,54,54,0,1690,377,1313,1416
39049000820,Census Tract 8.20,3090,3090,5530.155,0.5587547124,1256,740,300,440,61,379,516,323,193,1256,443,312,220,248,33,0,0,31333,31333,58750,22069,,,,,,36705,59025,1519,1256,263,532,24,115,127,250,16,532,127,250,3090,410,130,395,308,261,1586,1484,203,1281,1491,697,794,10,0,10,62,0,62,0,0,0,22,14,8,21,21,0,62,36,26,1460,197,1263,1246
39049000910,Census Tract 9.10,3733,3733,7538.551,0.4951880086,1264,688,230,458,116,342,576,332,244,1264,395,425,118,89,167,16,54,33214,33214,36157,32781,,,,,25750,,35833,1616,1264,352,722,40,278,100,245,59,722,100,245,3689,417,672,265,620,461,1254,800,256,544,2528,820,1708,18,18,0,11,0,11,0,0,0,36,6,30,296,254,42,163,0,163,776,256,520,2259
39049000920,Census Tract 9.20,2401,2401,6793.316,0.3534356144,737,536,122,414,108,306,201,120,81,737,193,205,111,54,80,20,74,31017,31017,33047,30464,,,,,,,32656,1047,737,310,365,59,78,46,167,15,365,46,167,2401,404,77,322,258,330,1010,442,117,325,1361,469,892,3,0,3,0,0,0,0,0,0,235,0,235,360,217,143,246,0,246,431,117,314,1082
39049001000,Census Tract 10,6092,6092,17647.82,0.3451985106,2021,491,129,362,184,178,1530,1122,408,2021,488,907,363,89,0,45,129,51184,51184,52740,,,,,,2499,,52740,2157,2021,136,1676,41,723,319,531,62,1676,319,531,6092,1499,471,754,685,552,2131,5161,2031,3130,359,359,0,39,39,0,341,207,134,0,0,0,47,10,37,145,78,67,87,36,51,5161,2031,3130,5433
39049001110,Census Tract 11.10,2828,2828,13837.2,0.2043766226,847,61,40,21,6,15,786,424,362,847,285,256,184,76,28,6,12,16528,16528,19598,,,9000,,,15114,,19821,1092,847,245,807,14,140,88,518,47,807,88,518,2354,1073,269,253,184,141,434,1782,1165,617,25,25,0,0,0,0,460,363,97,0,0,0,8,8,0,79,34,45,5,5,0,1777,1160,617,2211
39049001121,Census Tract 11.21,10233,10233,29430.05,0.3477058581,46,0,0,0,0,0,46,43,3,46,36,3,7,0,0,0,0,,,8750,,,,,,,,8750,93,46,47,46,0,3,11,24,8,46,11,24,71,47,6,0,0,8,10,68,53,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,53,15,71
39049001122,Census Tract 11.22,3101,3101,1325.616,2.3392896029,603,219,188,31,11,20,384,202,182,603,239,188,128,48,0,0,0,29205,29205,31607,,,16136,,,,39000,31793,772,603,169,475,18,143,145,127,42,475,145,127,1260,273,45,69,215,155,503,851,236,615,124,44,80,0,0,0,250,101,149,0,0,0,13,6,7,22,0,22,105,10,95,759,232,527,1022
39049001200,Census Tract 12,4202,4202,16214.7,0.2591475327,1119,185,57,128,64,64,934,580,354,1119,292,493,83,68,72,80,31,30841,30841,33984,23846,,13421,,,,,34063,1364,1119,245,1055,25,308,203,504,15,1055,203,504,3715,1454,361,423,387,342,748,3033,1806,1227,228,160,68,0,0,0,237,178,59,0,0,0,25,16,9,192,78,114,201,124,77,2879,1709,1170,3623
39049001300,Census Tract 13,5847,5847,22138.88,0.2641054708,1640,151,33,118,32,86,1489,738,751,1640,604,447,282,115,56,112,24,22500,22500,20660,40698,,,,,,83482,20142,1881,1640,241,1607,0,437,288,864,18,1607,288,864,4806,2062,734,584,584,340,502,4072,2963,1109,314,118,196,0,0,0,273,211,62,0,0,0,0,0,0,147,88,59,159,131,28,3913,2832,1081,4727
39049001400,Census Tract 14,1847,1847,2579.16,0.7161245535,660,383,71,312,95,217,277,135,142,660,227,146,164,70,19,12,22,22188,22188,,23864,,,,,,,,750,660,90,427,3,125,124,121,54,427,124,121,1832,458,189,150,183,404,448,303,182,121,1249,516,733,0,0,0,0,0,0,0,0,0,83,79,4,197,20,177,80,60,20,303,182,121,1234
39049001500,Census Tract 15,1973,1973,3894.375,0.506628216,664,376,63,313,25,288,288,186,102,664,248,144,51,79,65,36,41,23750,23750,34286,17000,,,,,,43060,,801,664,137,550,9,242,180,104,15,550,180,104,1973,387,342,148,489,258,349,286,108,178,1490,769,721,0,0,0,0,0,0,0,0,0,62,0,62,135,0,135,196,13,183,152,95,57,1750
39049001600,Census Tract 16,1944,1944,10271.5,0.1892614946,822,316,126,190,14,176,506,282,224,822,267,332,140,40,15,12,16,38426,38426,62222,23438,,,,38056,43542,39583,61806,1052,822,230,676,9,274,156,183,54,676,156,183,1944,542,179,79,186,201,757,968,209,759,661,388,273,2,2,0,18,0,18,0,0,0,161,112,49,134,89,45,197,124,73,933,197,736,1624
39049001700,Census Tract 17,3242,3242,16363.07,0.1981291033,1234,306,131,175,42,133,928,511,417,1234,485,341,178,171,49,10,0,29889,29889,30417,,,54464,,,,20096,31923,1367,1234,133,1093,8,394,158,435,98,1093,158,435,3156,1082,171,301,450,301,851,2220,1057,1163,575,313,262,0,0,0,188,77,111,0,0,0,116,84,32,57,23,34,372,208,164,1961,933,1028,2809
39049001810,Census Tract 18.10,4119,4119,27006.98,0.1525161507,1436,107,35,72,25,47,1329,857,472,1436,680,358,171,133,35,29,30,23269,23269,23163,24091,,18333,,,31359,18250,23601,1623,1436,187,1420,21,400,275,605,119,1420,275,605,3606,1739,292,298,297,344,636,2782,1890,892,218,73,145,14,14,0,382,253,129,0,0,0,38,17,21,172,82,90,135,67,68,2693,1840,853,3546
39049001820,Census Tract 18.20,2597,2597,7661.02,0.3389888293,1351,358,301,57,0,57,993,475,518,1351,626,520,132,44,21,8,0,60404,60404,63158,183036,,,,,,49730,61667,1522,1351,171,928,10,524,154,201,39,928,154,201,2593,273,92,120,255,194,1659,2158,371,1787,70,8,62,7,0,7,164,71,93,10,0,10,51,0,51,133,35,98,180,0,180,2029,371,1658,1799
39049001901,Census Tract 19.01,2813,2813,4271.49,0.6585524721,1907,303,260,43,24,19,1604,943,661,1907,1207,610,72,10,8,0,0,55829,55829,60781,,,48864,,,100500,90757,60026,2065,1907,158,1713,128,846,270,402,67,1713,270,402,2813,252,109,88,106,181,2077,2344,309,2035,203,81,122,0,0,0,187,49,138,0,0,0,0,0,0,79,10,69,75,0,75,2275,309,1966,2437
39049001902,Census Tract 19.02,4115,4115,9591.003,0.4290479338,2621,442,370,72,50,22,2179,1045,1134,2621,1572,888,115,2,0,44,0,55484,55484,58889,,,31379,,,,55994,59236,2758,2621,137,2284,198,1449,303,293,41,2284,303,293,4115,137,107,57,178,527,3109,3827,239,3588,48,21,27,0,0,0,147,27,120,0,0,0,27,0,27,66,14,52,427,80,347,3470,202,3268,3539
39049002000,Census Tract 20,3400,3400,12659.77,0.2685672675,1740,553,398,155,25,130,1187,653,534,1740,724,713,172,94,37,0,0,94375,94375,95923,13848,,,,,,,95912,1938,1740,198,1027,47,769,126,65,20,1027,126,65,3400,124,268,46,75,218,2669,2849,94,2755,389,329,60,1,1,0,68,14,54,0,0,0,20,0,20,73,0,73,51,1,50,2819,94,2725,2039
39049002100,Census Tract 21,2415,2415,11993.1,0.2013657978,1347,228,172,56,56,0,1119,655,464,1347,734,478,83,21,18,13,0,91728,91728,91176,,,108472,,,,,93571,1396,1347,49,1025,98,705,140,82,0,1025,140,82,2415,78,59,42,152,127,1957,2181,171,2010,80,3,77,0,0,0,129,0,129,0,0,0,0,0,0,25,5,20,92,30,62,2089,141,1948,1788
39049002200,Census Tract 22,2310,2310,8562.851,0.2697699758,1300,366,218,148,12,136,934,589,345,1300,596,550,131,0,23,0,0,83037,83037,83533,,,188125,,,53864,83611,83638,1452,1300,152,901,33,603,83,170,12,901,83,170,2310,317,58,47,35,97,1756,1787,188,1599,306,224,82,0,0,0,132,0,132,0,0,0,38,10,28,47,0,47,96,10,86,1739,188,1551,1600
39049002300,Census Tract 23,1395,1395,1404.596,0.993167922,538,333,63,270,58,212,205,125,80,538,183,152,93,42,60,0,8,33918,33918,32813,34174,,,,,,,31618,790,538,252,289,0,118,103,59,9,289,103,59,1395,133,20,46,505,66,625,270,96,174,1025,74,951,0,0,0,5,0,5,0,0,0,29,29,0,66,0,66,36,2,34,242,96,146,770
39049002510,Census Tract 25.10,2850,2850,1495.43,1.9058061273,1150,684,258,426,66,360,466,183,283,1150,432,366,148,105,60,17,22,38750,38750,39583,37853,,,,,,16827,43684,1345,1150,195,394,28,170,72,92,32,394,72,92,2834,151,456,89,403,376,1359,464,156,308,2253,540,1713,0,0,0,0,0,0,0,0,0,47,0,47,70,0,70,154,73,81,324,83,241,1154
39049002520,Census Tract 25.20,3105,3105,5120.15,0.6064275201,1392,662,327,335,147,188,730,261,469,1392,630,418,103,190,40,0,11,41071,41071,55192,35500,,,,,,,55192,1655,1392,263,799,0,356,75,234,134,799,75,234,3015,579,434,85,209,232,1476,725,132,593,2032,878,1154,0,0,0,50,19,31,0,0,0,10,0,10,198,69,129,67,57,10,725,132,593,1804
39049002600,Census Tract 26,3875,3875,2813.732,1.3771743344,1523,829,282,547,182,365,694,334,360,1523,576,443,237,150,53,54,10,24592,24592,36500,20833,,,,,18043,,40469,1892,1523,369,1076,6,263,313,408,86,1076,313,408,3717,909,337,590,285,637,959,933,418,515,2233,1089,1144,0,0,0,10,0,10,0,0,0,135,89,46,406,240,166,371,255,116,826,311,515,2749
39049002710,Census Tract 27.10,2084,2084,6407.414,0.3252482251,1101,413,125,288,46,242,688,339,349,1101,592,304,100,56,28,21,0,28179,28179,21528,28542,,,,,63750,,25750,1217,1101,116,1090,26,462,379,204,19,1090,379,204,2017,254,114,157,379,448,665,444,178,266,1492,324,1168,14,14,0,0,0,0,0,0,0,0,0,0,67,9,58,89,77,12,362,101,261,2073
39049002730,Census Tract 27.30,2398,2398,6671.835,0.3594213564,1023,575,143,432,113,319,448,272,176,1023,399,250,197,122,55,0,0,30827,30827,41250,30139,,,,,,31618,46250,1150,1023,127,882,14,424,164,264,16,882,164,264,2391,339,118,123,652,100,1059,550,144,406,1583,321,1262,0,0,0,0,0,0,0,0,0,90,54,36,168,61,107,285,66,219,430,132,298,1976
39049002740,Census Tract 27.40,2697,2697,4957.564,0.5440171924,1042,673,439,234,97,137,369,158,211,1042,313,371,168,106,29,6,49,80833,80833,88000,42138,,,,,,40729,89063,1093,1042,51,267,15,125,31,88,8,267,31,88,2697,276,14,49,131,131,2096,1955,118,1837,645,221,424,0,0,0,13,0,13,0,0,0,9,0,9,75,0,75,58,22,36,1917,96,1821,699
39049002750,Census Tract 27.50,2361,2361,6536.836,0.3611839128,973,581,127,454,83,371,392,209,183,973,324,303,173,81,81,11,0,29160,29160,32788,26985,,,,25385,,28813,30750,1119,973,146,611,0,241,144,186,40,611,144,186,2356,422,284,152,574,204,720,647,217,430,1453,509,944,0,0,0,22,0,22,0,0,0,130,74,56,104,58,46,168,78,90,605,213,392,1656
39049002760,Census Tract 27.60,3715,3715,7336.892,0.5063452031,1707,793,418,375,108,267,914,467,447,1707,714,523,240,111,97,22,0,44261,44261,51723,36250,,,,,20345,43807,51351,1863,1707,156,917,51,402,255,185,24,917,255,185,3708,395,43,192,378,465,2235,2136,252,1884,1186,294,892,0,0,0,0,0,0,0,0,0,109,0,109,277,84,193,201,54,147,2098,252,1846,2018
39049002770,Census Tract 27.70,2322,2322,6505.811,0.3569116923,986,525,248,277,54,223,461,297,164,986,415,225,177,75,80,14,0,28056,28056,31823,27639,,,,,46324,14313,31823,1062,986,76,618,47,232,166,173,0,618,166,173,2309,247,116,246,471,341,888,582,77,505,1375,372,1003,0,0,0,0,0,0,0,0,0,240,144,96,112,16,96,341,169,172,582,77,505,1471
39049002780,Census Tract 27.80,2204,2204,3301.854,0.6675038649,1193,519,418,101,23,78,674,212,462,1193,641,432,29,82,0,9,0,59159,59159,60391,45250,,,,,111250,,60391,1246,1193,53,428,0,255,63,78,32,428,63,78,2055,34,42,16,54,103,1806,1211,16,1195,670,75,595,1,1,0,101,0,101,0,0,0,0,0,0,72,0,72,27,1,26,1193,16,1177,555
39049002800,Census Tract 28,2132,2132,4834.106,0.4410329314,944,408,149,259,83,176,536,343,193,944,378,319,98,46,76,27,0,32940,32940,77969,21250,,,,,,,77969,1323,944,379,638,10,225,166,191,46,638,166,191,2132,452,368,88,183,296,745,538,21,517,1439,839,600,0,0,0,0,0,0,52,0,52,0,0,0,103,48,55,31,0,31,526,21,505,1457
39049002900,Census Tract 29,2777,2777,8697.436,0.3192895102,1051,545,84,461,38,423,506,298,208,1051,474,151,179,15,145,45,42,14033,14033,31250,13508,,,,,2499,,30982,1455,1051,404,968,10,423,123,327,85,968,123,327,2777,1168,348,270,531,211,249,293,70,223,2402,1646,756,0,0,0,0,0,0,0,0,0,37,31,6,45,39,6,189,54,135,130,36,94,2557
39049003000,Census Tract 30,4130,4130,2594.803,1.5916428956,2384,419,350,69,0,69,1965,1361,604,2384,1518,711,142,0,0,13,0,72091,72091,84273,,,80096,,,56272,,83779,2805,2384,421,1734,58,1009,364,201,102,1734,364,201,3726,280,283,134,137,183,2709,2551,310,2241,715,315,400,32,0,32,215,20,195,0,0,0,21,0,21,192,52,140,208,18,190,2413,292,2121,2542
39049003200,Census Tract 32,3039,3039,5165.42,0.5883355444,1681,377,305,72,47,25,1304,808,496,1681,893,665,102,21,0,0,0,85360,85360,86345,53438,,,,,,,86648,1841,1681,160,1394,115,909,224,132,14,1394,224,132,2781,63,28,90,59,126,2415,2622,159,2463,62,0,62,18,0,18,46,15,31,0,0,0,11,0,11,22,7,15,129,0,129,2508,159,2349,2216
39049003600,Census Tract 36,1433,1433,5380.36,0.2663390718,690,270,147,123,52,71,420,203,217,690,353,188,35,90,20,0,4,43952,43952,93500,30486,,,,,42639,,93500,912,690,222,379,6,225,74,53,21,379,74,53,1433,45,104,49,104,339,792,540,26,514,679,141,538,0,0,0,14,0,14,0,0,0,0,0,0,200,31,169,4,0,4,540,26,514,601
39049003700,Census Tract 37,3300,3300,4087.462,0.8073469838,1529,565,338,227,95,132,964,486,478,1529,666,541,129,116,62,15,0,41647,41647,66759,25766,,,,,,,66296,2025,1529,496,771,40,412,163,119,37,771,163,119,3286,362,406,204,251,374,1689,1413,89,1324,1547,739,808,0,0,0,22,0,22,0,0,0,25,0,25,279,144,135,193,27,166,1327,89,1238,1388
39049003800,Census Tract 38,2355,2355,8441.09,0.2789924123,1048,292,117,175,61,114,756,466,290,1048,486,342,61,59,62,9,29,51512,51512,78292,8977,,,,,37656,,78292,1315,1048,267,680,0,367,134,161,18,680,134,161,2199,400,90,85,131,208,1285,1301,159,1142,653,416,237,0,0,0,7,0,7,0,0,0,29,0,29,209,0,209,29,0,29,1301,159,1142,1295
39049004000,Census Tract 40,3472,3472,3935.665,0.8821890294,2675,261,261,0,0,0,2414,1071,1343,2675,2071,521,19,64,0,0,0,38432,38432,48947,16111,,75270,,,,,47361,2920,2675,245,2379,71,1305,565,358,80,2379,565,358,3472,452,177,361,234,291,1957,2261,435,1826,808,414,394,0,0,0,142,69,73,0,0,0,55,18,37,206,54,152,141,38,103,2195,435,1760,3056
39049004200,Census Tract 42,428,428,926.8744,0.4617670043,279,97,9,88,0,88,182,118,64,279,171,84,24,0,0,0,0,13512,13512,25625,10598,,,,,,,25625,375,279,96,234,7,63,86,48,30,234,86,48,428,42,107,49,92,51,87,221,62,159,198,127,71,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,9,0,221,62,159,364
39049004300,Census Tract 43,5429,5429,2750.381,1.9739083733,2576,820,563,257,67,190,1756,796,960,2576,847,1302,187,181,59,0,0,67893,67893,67868,32898,,101437,,,,68487,67966,3085,2576,509,1966,15,1160,444,301,46,1966,444,301,5429,617,290,276,489,358,3399,4568,899,3669,398,99,299,0,0,0,218,78,140,0,0,0,155,34,121,90,73,17,244,57,187,4526,899,3627,4330
39049004500,Census Tract 45,5329,5329,5445.926,0.9785296303,1797,1100,567,533,64,469,697,362,335,1797,558,441,323,174,168,88,45,35355,35355,37421,20125,,,,,42143,,37474,2132,1797,335,1170,4,435,219,402,110,1170,219,402,5301,1176,684,198,663,772,1808,4112,1493,2619,751,464,287,8,8,0,47,11,36,0,0,0,18,0,18,365,82,283,162,93,69,4004,1436,2568,3398
39049004610,Census Tract 46.10,3740,3740,6509.331,0.5745598049,1543,952,693,259,82,177,591,301,290,1543,433,718,151,91,80,22,48,67132,67132,70357,,,,,66058,,65492,71786,1644,1543,101,292,0,164,85,19,24,292,85,19,3740,51,137,98,287,239,2928,3097,271,2826,111,15,96,0,0,0,0,0,0,0,0,0,461,0,461,71,0,71,542,0,542,2986,271,2715,900
39049004620,Census Tract 46.20,2837,2837,9932.125,0.2856387752,894,600,248,352,95,257,294,121,173,894,231,242,134,92,114,39,42,29063,29063,33698,22708,,,,,,35536,32552,1089,894,195,623,41,161,198,129,94,623,198,129,2829,561,209,684,407,332,636,1731,690,1041,884,652,232,50,50,0,0,0,0,0,0,0,71,41,30,93,21,72,187,124,63,1674,666,1008,2214
